"Task_ID","Task_Name","Assignee","Status","Start_Date","Due_Date","Esfuerzo_Aproximado","Time_Estimate","Time_Logged","Año","Q ","Mes","Lists"
"865br3fxa","Creando filtro en lista de planes cuando no exista operadora disponible","1","COMPLETADO","44972","44972","1.05","2h","2","2023","1-23","2","Gestión de Desarrollo"
"865br4ezx","PWA: Verificaciones y validaciones","2","COMPLETADO","44949","44949","1.24","6h","6","2023","1-23","1","Gestión de Desarrollo"
"865br4ffa","PWA: Investigación de libreria paises","2","COMPLETADO","44951","44951","1.1","3h","3","2023","1-23","1","Gestión de Desarrollo"
"865br4fnz","Refactorización/PWA","1","COMPLETADO","44953","44953","1.24","6h","6","2023","1-23","1","Gestión de Desarrollo"
"865br4gcq","Realización de pruebas uniarias / PWA","1","COMPLETADO","44955","44955","1.1","3h","3","2023","1-23","1","Gestión de Desarrollo"
"865br4h82","Pruebas unitarias luego de despliegue / PWA","2","COMPLETADO","44956","44956","1.1","3h","3","2023","1-23","1","Gestión de Desarrollo"
"865brc51a","SP1: HU - PA0723 - Ejecución de Pruebas Ciclo 1","2","COMPLETADO","44970","44973","1.12","3h 30m","3.5","2023","1-23","2","Sprint 1: 01/02 al 14/02"
"865brfwtd","Refinar botones de pago Pago Móvil","2","COMPLETADO","44973","44974","1.71","16h","16","2023","1-23","2","Gestión de Producto"
"865brfx61","Refinar botones de pago TDC","2","COMPLETADO","44974","44981","1.71","16h","16","2023","1-23","2","Gestión de Producto"
"865brmjm0","Modificar vista de Membresías para que también muestre los planes disponibles en caso de que no tenga plan activo ni freeTrial","2","COMPLETADO","44973","44977","1.24","6h","6","2023","1-23","2","Gestión de Desarrollo"
"865brmkf9","Revisión de modelo al recibir planes y al recibir membresías para su adaptación y convivencia en una sola vista.","2","COMPLETADO","","44973","1.24","6h","6","2023","1-23","2","Gestión de Desarrollo"
"865brqep7","Ajuste en flujo de membresia, productos montos de descuento y fechas","2","COMPLETADO","44973","44973","1.26","6h 30m","6.5","2023","1-23","2","Gestión de Desarrollo"
"865brtcfq","SPRINT 2. HUPA0323. Inclusión de mensaje para","1","COMPLETADO","44975","44979","1.02","1h","1.5","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"865brthee","PWA: Ajustes en la vista de Registro","2","COMPLETADO","","","1","3h","1","2023","1-23","2","Gestión de Desarrollo"
"865brthy3","PWA: Revisión de mejora >Eliminación literal del número de identificación","2","COMPLETADO","44984","44984","1.05","2h","2","2023","1-23","2","Gestión de QA"
"865brtj0u","Ejecución de Ciclo 1 - Mejora a la vista de Registro (Eliminación literal del número de identificación)","2","COMPLETADO","44984","44984","1.14","4h","4","2023","1-23","2","Gestión de QA"
"865brv2zr","Revisión de app de android","1","COMPLETADO","44974","44974","1.14","4h","4","2023","1-23","2","Gestión de Desarrollo"
"865btnb4h","[iOS] Aplicar modificaciones de UI a celda de membresía cuando está inactiva","1","COMPLETADO","44976","44977","1.05","2h","2","2023","1-23","2","Gestión de Desarrollo"
"865btnc56","[iOS] Modificar campos de texto infomativo en la pantalla de beneficios de membres'ia para que acepte N campos de información","2","COMPLETADO","44976","44978","1.14","3h","4","2023","1-23","2","Gestión de Desarrollo"
"865btndg8","[iOS] Modificar lógica de vista de métodos de pago, para mostrar la celda del monto ahora sin importar el plan que el usuario haya seleccionado","2","COMPLETADO","44976","44977","1","1h","1","2023","1-23","2","Gestión de Desarrollo"
"865btne01","[iOS] Modificar celda de monto a pagar para que se adapte responsivamente y muestre el monto del BCV (sin integración del monto con el que enviará backend)","2","COMPLETADO","44977","44978","1","1h","1","2023","1-23","2","Gestión de Desarrollo"
"865btnecn","[iOS] Añadir función de copiar en portapapeles en paso 2 de pago móvil y cambios de UI para que hagan match con figma","1","COMPLETADO","44977","44978","1.05","2h","2","2023","1-23","2","Gestión de Desarrollo"
"865btnerv","[iOS] Generación de versión Botón de pago","1","COMPLETADO","","44978","1.02","20m","1.33","2023","1-23","3","Gestión de Desarrollo"
"865btp738","SP2: HU - PA0423 - Certificación con PO","1","COMPLETADO","44979","44992","1.05","2h","2","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"865btp76d","SP2: HU - PA0723 - Certificación con PO","1","COMPLETADO","44979","44992","1.05","2h","2","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"865btpa89","SP2: HU - A0123 y A0523 - Preparación de data para certificación","1","COMPLETADO","44991","44992","1.17","4h 30m","4.5","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"865btpa8y","SP2: HU - i0123 y i0523 - Preparación de data para certificación","2","COMPLETADO","44979","44992","1.17","4h 30m","4.5","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"865btpaa3","SP2: HU - A0123 y A0523 Certificación con PO","1","COMPLETADO","45000","45000","1.02","1h 20m","1.33","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865btpaaa","SP2: HU - i0123 y i0523 Certificación con PO","1","COMPLETADO","44999","45012","1.02","1h 20m","1.33","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"863g464un","SPRINT 2/ HU-PM0223/ Backend desarrollo de lógica para descarga de récipe e informe","3","COMPLETADO","44979","44992","1.05","4h","2","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"863g467td","SPRINT 2/ HU-PM0223/ Frontend desarrollo de lógica para descarga de récipe e informe","1","COMPLETADO","44979","44992","1.16","5h","4.33","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"865btq0bh","PWA: Diseño de casos de pruebas - Eliminación literal del número de identificación","1","COMPLETADO","44984","44984","1.02","2h","1.5","2023","1-23","2","Gestión de QA"
"863g4bp9z","SP2: HU PM0223 - Despliegue a QA","1","COMPLETADO","44991","44991","0.97","20m","0.33","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"863g4bpt0","SP2: HU PM0223 - Análisis y diseño de casos de pruebas","1","COMPLETADO","44984","","1.33","8h","8","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"863g4bpve","SP2: HU PM0223 - Ejecución de Pruebas - Ciclo 1","1","COMPLETADO","44986","44986","1.33","8h","8","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"863g4bpvk","SP2: HU PM0223 - Ejecución de Pruebas - Ciclo 2","1","COMPLETADO","44991","44991","1.14","4h","4","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"863g4bpx8","SP2: HU PM0223 - Preparación de data para certificación","3","COMPLETADO","44992","44992","1.05","2h","2","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"863g4bpxx","SP2: HU PM0223 - Certificación con PO","1","COMPLETADO","44999","45012","1.02","1h 20m","1.33","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865btrp4e","Creación y ajuste en flujo de chequear planes en el login","1","COMPLETADO","44964","44979","1.19","5h","5","2023","1-23","2","Gestión de Desarrollo"
"865bu1u4a","Revision App iOS","2","COMPLETADO","44980","44981","1.33","8h","8","2023","1-23","2","Gestión de Desarrollo"
"865bumg58","Reunión inicial -  Alcance del proyecto","2","COMPLETADO","44984","44984","0.98","","0.66","2023","1-23","2","Plan Central Telefónica - 3CX"
"865bumnd4","Análisis y diseño de casos de pruebas - 3CX","2","COMPLETADO","44988","44999","1.1","4h","3","2023","1-23","3","Plan Central Telefónica - 3CX"
"865bumngt","Ejecución de Pruebas Ciclo 1 - 3CX","1","COMPLETADO","44999","45000","1.19","6h","5","2023","1-23","3","Plan Central Telefónica - 3CX"
"865bunu5n","ajustando flujo de planes y lista de membresia","1","COMPLETADO","44984","44984","1.05","2h","2","2023","1-23","2","Gestión de Desarrollo"
"865buy1am","Desarrollo de HU-PM0123","1","COMPLETADO","44985","44985","1.1","3h 30m","3","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"865bv01af","SP2: HU - A0123 - Ejecución de Pruebas Ciclo 3 - APP Mediphone","2","COMPLETADO","44985","44985","1.1","3h 10m","3.15","2023","1-23","2","Sprint 2: 22/02 al 07/03"
"865bv034k","SP2: HU - A0123 - Ejecución de Pruebas Ciclo 4 - APP Almaz Vida","2","COMPLETADO","44987","44987","1.05","2h","2","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"865bv034n","SP2: HU - A0123 - Ejecución de Pruebas Ciclo 4 - APP HolaDOC","2","COMPLETADO","44987","44987","1.08","2h 45m","2.75","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"865bv198t","iOS / Frontend: ajustes de vistas en base a requerimientos de producto y negocio","2","COMPLETADO","","44985","3.1","25h","45","2023","1-23","2","Gestión de Desarrollo"
"865bv79rx","PA0323. Ajuste para generación de archivo Excel","1","COMPLETADO","44987","44987","1.1","3h","3","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"865bv7dxy","SP2: HU - i0523 - Ejecución de Pruebas Ciclo 2 - APP HolaDOC","2","COMPLETADO","44979","44992","1.02","1h 30m","1.5","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"865bv7e1b","SP2: HU - i0523 - Ejecución de Pruebas Ciclo 2 - APP Almaz Vida","2","COMPLETADO","44979","44992","1.02","1h 30m","1.5","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"865bv7e45","SP2: HU - i0523 - Ejecución de Pruebas Ciclo 2 - APP Mediphone","1","COMPLETADO","44979","44992","1.02","1h 30m","1.5","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"865bv7e92","SP2: HU - A0523 - Ejecución de Pruebas Ciclo 2 - APP Almaz Vida","2","COMPLETADO","44986","44986","1.05","2h","2","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"865bv7eaq","SP2: HU - A0523 - Ejecución de Pruebas Ciclo 2 - APP Mediphone","1","COMPLETADO","44986","44986","1.05","2h","2","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"863g5vau3","PA0323. Portal admin. Inclusión de lógica de poweredby en la creación de la organización","1","COMPLETADO","44988","44991","1.73","16h","16.33","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"863g618c7","Botón de pago: Pruebas en Apps - Parte III","1","COMPLETADO","44986","44993","1.5","11h 30m","11.5","2023","1-23","3","Gestión de Desarrollo"
"865bvd4m3","iOS / FrontEnd: Ajustes, alertas, pantalla de operadora y detalle de plan","1","COMPLETADO","44986","44986","1.24","8h","6","2023","1-23","3","Gestión de Desarrollo"
"863g67867","SD Entregable 1- Inicio de sesión Web","1","COMPLETADO","44987","44998","1.3","4h","7.25","2023","1-23","3","Gestión de Producto"
"863g678ey","SD Entregable 1- Recuperación de clave Web","1","COMPLETADO","44987","44998","1.27","4h","6.75","2023","1-23","3","Gestión de Producto"
"863g678uu","SD Entregable 1- Home Sencillo Web","1","COMPLETADO","44987","45001","2.19","24h","26","2023","1-23","3","Gestión de Producto"
"863g6791v","SD Entregable 1- Inicio de sesión Responsive (Móvil)","1","COMPLETADO","44987","44998","1.25","4h","6.25","2023","1-23","3","Gestión de Producto"
"863g67hg5","SD Entregable 1- Cerrar sesión Web","1","COMPLETADO","44987","44995","1.02","1h","1.33","2023","1-23","3","Gestión de Producto"
"863g67hzq","SD Entregable 1- Cerrar sesión Responsive  (Móvil)","1","COMPLETADO","44987","44995","1.02","1h","1.33","2023","1-23","3","Gestión de Producto"
"865bvqzax","Desarrollo de modelo y servicio para Admin central. Pruebas unitarias","1","COMPLETADO","44991","44992","1.33","8h","8","2023","1-23","3","Plan Central Telefónica - 3CX"
"863g6atu0","Desarrollo de endpoint /verify . Pruebas unitarias.","1","COMPLETADO","44992","44992","1.24","4h","6","2023","1-23","3","Plan Central Telefónica - 3CX"
"863g6au4w","3CX: Generación de insumos pase a producción backend","1","COMPLETADO","45002","45002","0.96","30m","0.1","2023","1-23","3","Plan Central Telefónica - 3CX"
"864e4b2da","SP2: HU PA0323 - Análisis y diseño de casos de pruebas (INC relacionada Powered by)","1","COMPLETADO","","","1.24","6h","6","2023","1-23","3","Sprint 2: 22/02 al 07/03"
"865bwm8k6","PWA - E1: Recuperar contraseña. Análisis, estimado","2","COMPLETADO","44990","44995","1.17","4h","4.5","2023","1-23","3","Gestión de Desarrollo"
"865bwm8n7","PWA - E1: Login: Análisis, estimado","1","COMPLETADO","44994","44994","1.43","10h","10","2023","1-23","3","Gestión de Desarrollo"
"863g73cav","Android. Generación de apks. Para primer despliegue","3","COMPLETADO","44993","44993","0.98","30m","0.5","2023","1-23","3","Gestión de Desarrollo"
"863g73f9n","Backend: Merge rama botón a QA pwd-by","2","COMPLETADO","44993","44993","1.02","1h 30m","1.5","2023","1-23","3","Gestión de Desarrollo"
"863g73fea","Backend: Despliegue a servidor de QA poweredby","1","COMPLETADO","44993","44993","1","1h","1","2023","1-23","3","Gestión de Desarrollo"
"863g73hpp","Android. Notificación de despliegue a QA","1","COMPLETADO","44993","44993","0.97","20m","0.33","2023","1-23","3","Gestión de Desarrollo"
"863g73hwx","iOS. Notificación de despliegue a QA","2","COMPLETADO","44993","44993","0.97","30m","0.33","2023","1-23","3","Gestión de Desarrollo"
"863g74v32","Ajustes en HU PA - 0323","1","COMPLETADO","44988","44994","1.52","7h 30m","12","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865bx5czc","Despliegue a QA - 3CX","1","COMPLETADO","44998","44998","0.98","40m","0.67","2023","1-23","3","Plan Central Telefónica - 3CX"
"865bx5kj9","Revisión de incidencias en Certificación","1","COMPLETADO","44992","44993","1.07","1h","2.5","2023","1-23","3","Gestión de QA"
"865bx5kmr","Revisión de incidencia:  Mensaje de alerta - Registro","1","COMPLETADO","44995","44995","1.07","","2.5","2023","1-23","3","Gestión de QA"
"863g78vqj","SP3: HU - 0623 Consentimiento informado - backend","1","COMPLETADO","44993","44999","1.26","6h 30m","6.5","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"863g7cur5","Notificación a QA - 3CX","1","COMPLETADO","44998","44998","0.98","30m","0.5","2023","1-23","3","Plan Central Telefónica - 3CX"
"865bxkx1e","Botón de pago. Merge QA a Develop y Develop a Master","1","COMPLETADO","44995","44995","1.02","1h 30m","1.5","2023","1-23","3","Gestión de Desarrollo"
"865bxp53z","SP3: HU-A0623 Consentimiento informado - Android","3","COMPLETADO","44999","45012","1.57","10h","13","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865bxp76v","SP3: HU - I0623. Implementación base a nivel de iOS","1","COMPLETADO","44999","45012","1.43","7h","10","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by0a9h","Ajuste en endpoint /verify . Pruebas unitarias.","1","COMPLETADO","44998","44998","1.12","2h","3.5","2023","1-23","3","Plan Central Telefónica - 3CX"
"863g81akv","PWA Fase II - Entregable 1 - Mesa de trabajo","1","COMPLETADO","44995","44995","1.05","2h","2","2023","1-23","3","Gestión de QA"
"863g81bje","PWA Fase II - Entregable 1 - Revisión de actualización de documentación luego de Mesa de Trabajo","1","COMPLETADO","44998","44998","1.05","2h","2","2023","1-23","3","Gestión de QA"
"863g81x29","Refinamiento Entregable 2- Agregar familiares Web","2","COMPLETADO","45005","45016","1.48","11h","11","2023","1-23","3","Gestión de Producto"
"863g81xe9","Refinamiento Entregable 2- Agregar familiares Responsive (Móvil)","2","COMPLETADO","45005","45016","1.29","7h","7","2023","1-23","3","Gestión de Producto"
"863g81xrf","SD Entregable 2- Habla con un médico Web","3","COMPLETADO","45019","45041","1.83","8h","18.5","2023","1-23","4","Gestión de Producto"
"863g81y0n","SD Entregable 2- Habla con un médico Responsive (Móvil)","3","COMPLETADO","45019","45041","1.81","8h","18","2023","1-23","4","Gestión de Producto"
"863g81ybq","SD Entregable 2- Histórico de consultas Web","3","COMPLETADO","45019","45044","2.1","24h","24","2023","2-23","4","Gestión de Producto"
"863g81z6t","SD Entregable 2- Historial de consultas Responsive (Móvil)","1","COMPLETADO","45019","45019","2.1","24h","24","2023","2-23","4","Gestión de Producto"
"863g81zgx","SD Entregable 3- Perfil  Web","1","COMPLETADO","45050","45062","1.52","16h","12","2023","1-23","3","Gestión de Producto"
"863g81ztt","SD Entregable 3- Perfil  Responsive (Móvil)","2","COMPLETADO","45050","45062","1.52","16h","12","2023","1-23","3","Gestión de Producto"
"863g82130","SP3: HU - PA0323 - Ejecución de Pruebas - Ciclo 4","1","COMPLETADO","44999","45012","1.33","8h","8","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by3a81","SP3: HU - PM0523 - Implementación a nivel de Frontend","1","COMPLETADO","44999","45012","0.99","2h","0.8","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by3a93","SP3: HU - PM0523 - Despliegue a QA","1","COMPLETADO","44999","45012","0.96","1h","0.25","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by3aam","SP3: HU - PM0523 - Notificación a QA","1","COMPLETADO","44999","45012","0.98","30m","0.5","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by3adm","SP3: HU - PM0523 - Análisis y diseño de casos de pruebas","1","COMPLETADO","44999","44999","1.14","4h","4","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by3ae8","SP3: HU - PM0523 - Ejecución de Pruebas Ciclo 1","2","COMPLETADO","44999","45012","1.1","3h","3","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by3af8","SP3: HU - PM0523 - Preparación de data para certificación","2","COMPLETADO","44999","45012","1.1","3h","3","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by3ag3","SP3: HU - PM0523 - Certificación con PO","1","COMPLETADO","44999","45012","1","1h","1","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by3aut","SP3: HU - PM0123 - Análisis y diseño de casos de pruebas (adelanto)","1","COMPLETADO","44999","45000","1.24","6h","6","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by3c02","SP3: HU - I0623 - Consentimiento informado:  Despliegue  iOS","1","COMPLETADO","44999","45012","0.98","25m","0.5","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by3c08","SP3: HU - 0623 - Consentimiento informado:  Despliegue  Android y iOS","1","COMPLETADO","44999","45012","0.98","30h","0.5","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by5tk5","SP3: HU - I0623. iOS. Creación de webView para visualización de documento de consentimiento informado","1","COMPLETADO","44998","44999","1.14","4h","4","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by5tnz","SP3: HU - I0623. iOS. Modificación de vista de consentimiento informado de webView a TextView para recibir un formato html y pintarlo","2","COMPLETADO","44998","44998","1.14","4h","4","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by9rx2","SP3: HU - PA0323 - Ejecución de Pruebas - Ciclo 5","1","COMPLETADO","44999","45012","1.19","5h","5","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865by9y45","Actualización de casos de pruebas 3CX","2","COMPLETADO","44998","44998","1","1h","1","2023","1-23","3","Plan Central Telefónica - 3CX"
"865by9yag","Revisión y actualización de estimación 3CX","1","COMPLETADO","44998","44998","0.98","1h","0.5","2023","1-23","3","Plan Central Telefónica - 3CX"
"865bybhyc","SP3: HU - I0623. iOS. Análisis de texto recibido para la pantalla de consentimiento informado y ejecución de pruebas","1","COMPLETADO","44999","44999","1.1","4h","3","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"863g8cy7y","PWA Fase I: Generar build api producción","1","COMPLETADO","45001","45001","0.98","30m","0.5","2023","1-23","3","Gestión de Pase a Producción"
"865byd76j","PWA - E1: Login: Maquetación","1","COMPLETADO","45000","45004","1.67","20h","15","2023","1-23","3","Gestión de Desarrollo"
"865byd7aj","PWA - E1: Login: Implementación - Autenticacion (guardas y manejo de sesion)","1","COMPLETADO","45010","45012","1.37","10h","8.67","2023","1-23","3","Gestión de Desarrollo"
"865byd7jz","PWA - E1: Login - Despliegue a QA","1","COMPLETADO","45013","45015","1.07","2h","2.5","2023","1-23","3","Gestión de Desarrollo"
"865byd7xe","PWA - E1: Recuperar Contraseña - Maquetación Parte I","1","COMPLETADO","45000","45004","2","10h","22","2023","2-23","3","Gestión de Desarrollo"
"865byd81k","PWA - E1: Recuperar Contraseña - Implementación","2","COMPLETADO","45005","45011","2.38","20h","30","2023","2-23","3","Gestión de Desarrollo"
"865byd830","PWA - E1: Recuperar Contraseña - endpoint que recibe número de identificación y devuelve correo y número de teléfono, para recuperar contraseña","2","COMPLETADO","45001","45001","1.05","2h","2.15","2023","2-23","3","Gestión de Desarrollo"
"865byd84r","PWA - E1: Recuperar Contraseña - endpoint para recuperar contraseña por correo y por teléfono","1","COMPLETADO","45002","45002","1.05","2h","2","2023","2-23","3","Gestión de Desarrollo"
"865byd875","PWA - E1: Recuperar Contraseña - Realizar ajuste para validar intentos de reenvío de código","2","COMPLETADO","45002","45005","1.19","2h","5","2023","2-23","3","Gestión de Desarrollo"
"865byd895","PWA - E1: Recuperar Contraseña - Soporte y ajustes backend","2","COMPLETADO","45005","45012","1.11","3h","3.33","2023","2-23","3","Gestión de Desarrollo"
"865byd8ap","PWA - E1: Recuperar Contraseña - Despliegue del backend","1","COMPLETADO","45005","45005","1","1h","1","2023","2-23","3","Gestión de Desarrollo"
"865byd8b7","PWA - E1: Recuperar Contraseña - Despliegue Frontend - QA","1","COMPLETADO","45026","45026","1.43","2h","10","2023","2-23","3","Gestión de Desarrollo"
"863g8d3jh","PWA Fase I. Pruebas luego de pase a producción","1","COMPLETADO","45006","45006","1.09","","2.80","2023","1-23","3","Gestión de Pase a Producción"
"865byd8p3","PWA - E1: HOME - Maquetacion de navegacion (header + menu):::: Header","1","COMPLETADO","45026","45032","1.05","20h","2","2023","2-23","4","Gestión de Desarrollo"
"865byd8p8","PWA - E1: HOME - Maquetación de navegación (header + menu):::: Menu","1","COMPLETADO","45026","45036","1.55","20h","12.5","2023","2-23","4","Gestión de Desarrollo"
"865byd8qm","PWA - E1: HOME - Implementacion de navegacion (incluyendo breadcrumbs)","2","COMPLETADO","45037","45040","1.1","10h","3","2023","2-23","4","Gestión de Desarrollo"
"865byd8r6","PWA - E1: Cerrar sesión. Implementacion de logout","1","COMPLETADO","45040","45043","1.12","4h","3.5","2023","2-23","4","Gestión de Desarrollo"
"865byd8tu","PWA - E1: HOME - Maquetación de dashboard: Sección Habla con un médico","1","COMPLETADO","45026","45032","1.43","6h","10","2023","2-23","4","Gestión de Desarrollo"
"865byd8uc","PWA - E1: HOME - Maquetación de dashboard: Sección consultas agendadas. (caso vacío/ caso normal)","1","COMPLETADO","45026","45032","1.33","4h","8","2023","2-23","4","Gestión de Desarrollo"
"865byd8yt","PWA - E1: HOME - Maquetación de dashboard: Sección ultimas consultas. (caso vacío/ caso normal)","2","COMPLETADO","45033","45039","1.57","10h","13","2023","2-23","4","Gestión de Desarrollo"
"863g8ddu1","PWA - E1: Login -Reunión revisión de insumos","2","COMPLETADO","44995","44995","1","1h","1","2023","1-23","3","Gestión de Desarrollo"
"865byjytj","Backend: Desarrollo de  /auth/commerce","2","COMPLETADO","44998","44998","1","1h","1","2023","1-23","3","Gestión de Desarrollo"
"865byjyxw","Backend: Desarrollo de endpoint /order/create","1","COMPLETADO","44998","45000","1.14","4h","4","2023","1-23","3","Gestión de Desarrollo"
"865byjz62","Backend: Desarrollo de endpoint /order/payout","2","COMPLETADO","45000","45014","1.19","6h","5","2023","1-23","3","Gestión de Desarrollo"
"863g8g5yw","Soporte a integración de backend con frontend apps","1","COMPLETADO","45015","45026","1.05","2h","2","2023","2-23","4","Gestión de Desarrollo"
"865bykr22","SP3: HU - 0623 - Consentimiento informado: Análisis y diseño de casos de pruebas - Android","1","COMPLETADO","44994","45000","1.29","7h","7","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865bykr4z","SP3: HU - 0623 - Consentimiento informado: Ejecución de Pruebas C1 - Android","1","COMPLETADO","45001","45002","1.24","6h","6","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865bykr6n","SP3: HU - 0623 - Consentimiento informado: Ejecución de Pruebas C2 - Android","2","COMPLETADO","45012","45015","1.2","5h","5.15","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865bykr9r","SP4: HU - 0623 - Consentimiento informado: Preparación de data  - Android","2","COMPLETADO","45029","45029","1.05","2h","2","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865bykrba","SP4: HU-0623 - Consentimiento informado: Certificación con PO - Android","2","COMPLETADO","45030","45030","0.99","45m","0.75","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865bykrh2","SP3: HU - 0623 - Consentimiento informado: Análisis y diseño de casos  - iOS","2","COMPLETADO","44999","45012","1.36","8h 30m","8.5","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865bykrjp","SP3: HU - 0623 - Consentimiento informado: Ejecución de Pruebas C1  - iOS","2","COMPLETADO","44999","45012","1.52","12h","12","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865bykrkh","SP3: HU - 0623 - Consentimiento informado: Ejecución de Pruebas C2  - iOS","1","COMPLETADO","44999","45012","1.17","4h 30m","4.5","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865bykrnm","SP4: HU - 0623 - Consentimiento informado: Preparación de data  - iOS","2","COMPLETADO","45015","45033","1.1","3h","3","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865bykrp9","SP4: HU-i0623 - Consentimiento informado: Certificación con PO  - iOS","2","COMPLETADO","45015","45033","0.99","45m","0.75","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"863g8pb7y","Ejecución de  pruebas C1 - BP PM - Android","1","COMPLETADO","44999","45001","1.48","11h","11","2023","1-23","3","Gestión de QA"
"865byuhh8","SP3: HU - I0523.iOS. Corrección post certificación app HolaDOC","2","COMPLETADO","","","1","1h","1","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865bz2bzc","HU-PA0323. Revisión de listado de pacientes.","2","COMPLETADO","44999","44999","0.99","2h","0.8","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"865bz2mgj","PWA - E2. Reunión Demo llamada","2","COMPLETADO","45002","45002","0.98","","0.5","2023","1-23","3","Gestión de Desarrollo"
"865bz2q8z","PWA - E2. Hacer merge y generar una rama mas actualizada para el backend.","3","COMPLETADO","45005","45009","1.67","","15","2023","1-23","3","Gestión de Desarrollo"
"865bz2qbt","PWA - E2. Subir patient frontend","3","COMPLETADO","45012","45012","1.07","","2.5","2023","1-23","3","Gestión de Desarrollo"
"865bzdwh2","Estimación de NotificationService","3","COMPLETADO","","","1.19","5h","5","2023","1-23","3","Sprint 3: 14/03 al 27/03"
"863g9g17x","PWA - E1: Análisis y diseño de casos de prueba","1","COMPLETADO","44998","45007","1.55","","12.5","2023","2-23","4","Gestión de QA"
"863g9g3dk","PWA - E1: Login - Ejecución de Pruebas Ciclo 1","1","COMPLETADO","45015","45016","1.23","4h","5.75","2023","2-23","4","Gestión de QA"
"863g9g3em","PWA - E1: Login - Ejecución de Pruebas Ciclo 2","3","COMPLETADO","45020","45020","1.17","2h","4.5","2023","2-23","4","Gestión de QA"
"863g9g3fc","PWA - E1: Login - Ejecución de Pruebas Ciclo 3","2","COMPLETADO","45026","45026","1.19","1h","5","2023","2-23","4","Gestión de QA"
"863g9g3wm","PWA - E1: Recuperar Contraseña - Ejecución de Pruebas Ciclo 1","2","COMPLETADO","45027","45028","1.67","12h","15","2023","2-23","4","Gestión de QA"
"863g9g3y4","PWA - E1: Recuperar Contraseña - Ejecución de Pruebas Ciclo 2","2","COMPLETADO","45048","45048","1.33","3h","8","2023","2-23","5","Gestión de QA"
"863g9g44y","PWA - E1: Recuperar Contraseña - Ejecución de Pruebas Ciclo 3","1","COMPLETADO","45064","45068","1.38","1h","9","2023","2-23","5","Gestión de QA"
"863g9g5c7","PWA - E1: HOME SENCILLO - Ejecución de Pruebas Ciclo 1","1","COMPLETADO","45054","45055","1.33","7h 30m","8","2023","2-23","5","Gestión de QA"
